run_id,claim_id,section_id,section,claim_text,source_text,verifiable,reference_numbers,paper_ids
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0080,section_0004,4. Device Accuracy and Validation,Fitbit fitness trackers were found to be off by approximately 20 beats per minute during medium- to high-intensity exercise.,"Fitbit fitness trackers, for example, were found to be off by approximately 20 beats per minute during medium to high-intensity exercise, though heart and respiratory rates showed clinically acceptable agreement (95% limit of agreement) compared to standard laboratory equipment [20].",true,[20],"[""5EEC""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0081,section_0004,4. Device Accuracy and Validation,"During medium- to high-intensity exercise, Fitbit fitness trackers' heart and respiratory rate measurements showed clinically acceptable agreement, based on a 95% limit of agreement, compared with standard laboratory equipment.","Fitbit fitness trackers, for example, were found to be off by approximately 20 beats per minute during medium to high-intensity exercise, though heart and respiratory rates showed clinically acceptable agreement (95% limit of agreement) compared to standard laboratory equipment [20].",true,[20],"[""5EEC""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0082,section_0004,4. Device Accuracy and Validation,Continuous glucose monitoring systems have demonstrated clinical effectiveness.,"For glucose monitoring, continuous glucose monitoring (CGM) systems have demonstrated clinical effectiveness but require frequent calibration with finger prick blood tests, indicating limitations in standalone accuracy [20].",true,[20],"[""5EEC""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0083,section_0004,4. Device Accuracy and Validation,"Continuous glucose monitoring systems require frequent calibration with finger-prick blood tests, indicating limitations in standalone accuracy.","For glucose monitoring, continuous glucose monitoring (CGM) systems have demonstrated clinical effectiveness but require frequent calibration with finger prick blood tests, indicating limitations in standalone accuracy [20].",true,[20],"[""5EEC""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0084,section_0004,4. Device Accuracy and Validation,Meta-analyses have shown that continuous glucose monitoring reduces HbA1c.,"Despite these calibration requirements, CGM has shown significant clinical benefits, with meta-analyses demonstrating reductions in HbA1c and increases in time in range [24].",true,[24],"[""X7DC""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0085,section_0004,4. Device Accuracy and Validation,Meta-analyses have shown that continuous glucose monitoring increases time in range.,"Despite these calibration requirements, CGM has shown significant clinical benefits, with meta-analyses demonstrating reductions in HbA1c and increases in time in range [24].",true,[24],"[""X7DC""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0086,section_0004,4. Device Accuracy and Validation,Fitbit One indicated valid step counts at multiple running speeds.,"While Fitbit One indicated valid step counts at multiple running speeds, distance measurements were inaccurate [20].",true,[20],"[""5EEC""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0087,section_0004,4. Device Accuracy and Validation,Fitbit One distance measurements were inaccurate.,"While Fitbit One indicated valid step counts at multiple running speeds, distance measurements were inaccurate [20].",true,[20],"[""5EEC""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0088,section_0004,4. Device Accuracy and Validation,"A meta-analysis of physical-activity-monitoring interventions found statistically significant increases in daily steps of 1,519 steps/day (95% CI 1,096–1,942).","A meta-analysis of physical activity monitoring interventions showed statistically significant increases in daily steps (1519 steps/day, 95% CI 1096-1942) with moderate to large effect sizes (SMD = 0.449) [24].",true,[24],"[""X7DC""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0089,section_0004,4. Device Accuracy and Validation,A meta-analysis of physical-activity-monitoring interventions reported a moderate-to-large effect size for daily steps (SMD = 0.449).,"A meta-analysis of physical activity monitoring interventions showed statistically significant increases in daily steps (1519 steps/day, 95% CI 1096-1942) with moderate to large effect sizes (SMD = 0.449) [24].",true,[24],"[""X7DC""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0090,section_0004,4. Device Accuracy and Validation,Numerous studies acknowledge wearable-device accuracy challenges without providing specific validation data.,Numerous studies acknowledge accuracy challenges without providing specific validation data.,true,[],[]
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0091,section_0004,4. Device Accuracy and Validation,"Challenges in ensuring wearable-device accuracy persist across diverse populations, including motion artifacts, signal noise, and variability in sensor performance.","Challenges persist in ensuring device accuracy, particularly across diverse populations, with issues including motion artifacts, signal noise, and variability in sensor performance [12].",true,[12],"[""57S8""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0092,section_0004,4. Device Accuracy and Validation,"Validation studies have a critical gap in including underrepresented populations, limiting generalizability.","A critical gap exists in the inclusion of underrepresented populations in validation studies, limiting generalizability [12].",true,[12],"[""57S8""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0093,section_0004,4. Device Accuracy and Validation,Measurement-accuracy problems in real-world settings are a main barrier to widespread clinical integration of wearable devices.,Problems with measurement accuracy in real-world settings represent a main barrier to widespread clinical integration [24].,true,[24],"[""X7DC""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0094,section_0004,4. Device Accuracy and Validation,Technical challenges regarding wearable-device data validation remain unresolved.,"Technical challenges regarding data validation remain unresolved, with many studies highlighting the need for reliable digital biomarkers and improved validation methodologies [27].",true,[27],"[""GL68""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0095,section_0004,4. Device Accuracy and Validation,Many studies highlight the need for reliable digital biomarkers and improved validation methodologies for wearable devices.,"Technical challenges regarding data validation remain unresolved, with many studies highlighting the need for reliable digital biomarkers and improved validation methodologies [27].",true,[27],"[""GL68""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0096,section_0004,4. Device Accuracy and Validation,A paper on wearable-based sleep monitoring found that wearables provide acceptable monitoring but have poor reliability compared with polysomnography gold standards.,"The paper examining wearable-based sleep monitoring found that while wearables provide acceptable monitoring, reliability remains poor compared to polysomnography gold standards [31].",true,[31],"[""O0YF""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0097,section_0004,4. Device Accuracy and Validation,Blood alcohol sensors detected concentrations of 0.001–0.062% BAC.,"Blood alcohol sensors detected concentrations of 0.001-0.062% BAC, but skin permeability and sweat composition limited practical use [20].",true,[20],"[""5EEC""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0098,section_0004,4. Device Accuracy and Validation,Skin permeability and sweat composition limited the practical use of blood alcohol sensors.,"Blood alcohol sensors detected concentrations of 0.001-0.062% BAC, but skin permeability and sweat composition limited practical use [20].",true,[20],"[""5EEC""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0099,section_0004,4. Device Accuracy and Validation,Strain sensors achieved 1.3% resolution.,"Strain sensors achieved 1.3% resolution, while embroidered electrodes showed negligible difference after 100 bending cycles [20].",true,[20],"[""5EEC""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0100,section_0004,4. Device Accuracy and Validation,Embroidered electrodes showed negligible difference after 100 bending cycles.,"Strain sensors achieved 1.3% resolution, while embroidered electrodes showed negligible difference after 100 bending cycles [20].",true,[20],"[""5EEC""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0101,section_0004,4. Device Accuracy and Validation,"Random Forest models achieved 94% accuracy in recognizing elderly health patterns, outperforming k-NN algorithms at 89%.","Machine learning models have achieved high accuracy in health pattern recognition, with Random Forest models achieving 94% accuracy in recognizing elderly health patterns, outperforming k-NN algorithms at 89% [23].",true,[23],"[""T9RA""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0102,section_0004,4. Device Accuracy and Validation,"AI-powered algorithms enhance diagnostic accuracy and predictive capabilities, although specific validation metrics are often not detailed.","AI-powered algorithms enhance diagnostic accuracy and predictive capabilities, though specific validation metrics are often not detailed [12].",true,[12],"[""57S8""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0103,section_0004,4. Device Accuracy and Validation,"Comprehensive evaluation frameworks have been proposed to assess detection accuracy using sensitivity, specificity, and AUC-ROC scores.","Comprehensive evaluation frameworks have been proposed to assess detection accuracy through metrics such as sensitivity, specificity, and AUC-ROC scores, though many studies outline methodologies without reporting specific findings [18].",true,[18],"[""NKE2""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0104,section_0004,4. Device Accuracy and Validation,Many studies outline wearable-device validation methodologies without reporting specific findings.,"Comprehensive evaluation frameworks have been proposed to assess detection accuracy through metrics such as sensitivity, specificity, and AUC-ROC scores, though many studies outline methodologies without reporting specific findings [18].",true,[18],"[""NKE2""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0105,section_0004,4. Device Accuracy and Validation,A systematic analysis of core diagnostic and monitoring methodologies focuses on critical biomarker-identification strategies and mainstream data-analysis algorithms.,"The systematic analysis of core diagnostic and monitoring methodologies focuses on critical biomarker identification strategies and mainstream data analysis algorithms, with future technologies aiming to deliver continuous, objective, real-time, and accurate health data [7].",true,[7],"[""L9P1""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0106,section_0004,4. Device Accuracy and Validation,Many wearable devices have not been validated in inpatient or real-world chronic-disease-management settings.,A critical limitation across the evidence base is that many devices have not been validated in inpatient or real-world chronic disease management settings.,true,[],[]
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0107,section_0004,4. Device Accuracy and Validation,Some medical-grade wearable devices have performed poorly in inpatient settings.,"Even some medical-grade devices have been found to perform poorly in inpatient settings, with many validated devices showing wide limits of agreement when compared to gold standards [35].",true,[35],"[""MXY0""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0108,section_0004,4. Device Accuracy and Validation,Many validated wearable devices have shown wide limits of agreement when compared with gold standards.,"Even some medical-grade devices have been found to perform poorly in inpatient settings, with many validated devices showing wide limits of agreement when compared to gold standards [35].",true,[35],"[""MXY0""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0109,section_0004,4. Device Accuracy and Validation,Wearable devices should undergo rigorous validation in the specific clinical contexts in which they will be deployed.,This highlights the need for rigorous validation in the specific contexts where devices will be deployed clinically.,false,[],[]
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0110,section_0005,5. Long-term Health Outcomes,"In the report, diabetes management is one of the most extensively studied applications of wearable technology.","Diabetes management represents one of the most extensively studied applications of wearable technology, with evidence demonstrating significant improvements in disease control metrics.",true,[],[]
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0111,section_0005,5. Long-term Health Outcomes,"A meta-analysis of 15 randomized controlled trials involving 2,461 patients found that continuous glucose monitoring reduced HbA1c by 0.17% (95% CI -0.29 to -0.06) compared with standard care.","A meta-analysis of 15 randomized controlled trials involving 2,461 patients demonstrated that CGM significantly reduced HbA1c by 0.17% (95% CI -0.29 to -0.06) and increased time in range by 70.74 minutes (95% CI 46.73-94.76) compared to standard care [24].",true,[24],"[""X7DC""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0112,section_0005,5. Long-term Health Outcomes,"A meta-analysis of 15 randomized controlled trials involving 2,461 patients found that continuous glucose monitoring increased time in range by 70.74 minutes (95% CI 46.73-94.76) compared with standard care.","A meta-analysis of 15 randomized controlled trials involving 2,461 patients demonstrated that CGM significantly reduced HbA1c by 0.17% (95% CI -0.29 to -0.06) and increased time in range by 70.74 minutes (95% CI 46.73-94.76) compared to standard care [24].",true,[24],"[""X7DC""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0113,section_0005,5. Long-term Health Outcomes,Another study reported that wearable technologies lowered HbA1c by 0.8%.,"Another study reported even more substantial benefits, with wearable technologies lowering HbA1c by 0.8%, increasing time in range by 16%, and reducing hypoglycemia episodes by 55% [6].",true,[6],"[""7YEG""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0114,section_0005,5. Long-term Health Outcomes,Another study reported that wearable technologies increased time in range by 16%.,"Another study reported even more substantial benefits, with wearable technologies lowering HbA1c by 0.8%, increasing time in range by 16%, and reducing hypoglycemia episodes by 55% [6].",true,[6],"[""7YEG""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0115,section_0005,5. Long-term Health Outcomes,Another study reported that wearable technologies reduced hypoglycemia episodes by 55%.,"Another study reported even more substantial benefits, with wearable technologies lowering HbA1c by 0.8%, increasing time in range by 16%, and reducing hypoglycemia episodes by 55% [6].",true,[6],"[""7YEG""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0116,section_0005,5. Long-term Health Outcomes,The report states that wearable technologies can meaningfully improve glycemic control and reduce the risk of both acute and chronic complications in diabetes management.,These findings suggest that wearables can meaningfully improve glycemic control and reduce the risk of both acute and chronic complications in diabetes management.,true,[],[]
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0117,section_0005,5. Long-term Health Outcomes,Wearable technologies enable optimal glycemic control in diabetology.,"Wearable technologies enable optimal glycemic control in diabetology, though specific long-term outcomes beyond glycemic metrics are often not detailed [27].",true,[27],"[""GL68""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0118,section_0005,5. Long-term Health Outcomes,Specific long-term outcomes beyond glycemic metrics are often not detailed for wearable technologies in diabetology.,"Wearable technologies enable optimal glycemic control in diabetology, though specific long-term outcomes beyond glycemic metrics are often not detailed [27].",true,[27],"[""GL68""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0119,section_0005,5. Long-term Health Outcomes,The evidence supports wearable devices with educational support for people with diabetes to enhance support beyond usual care.,"The evidence supports wearable devices with educational support for people with diabetes to enhance support beyond usual care, though specific long-term clinical endpoints are not consistently reported [28].",true,[28],"[""260C""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0120,section_0005,5. Long-term Health Outcomes,Specific long-term clinical endpoints for wearable devices with educational support in people with diabetes are not consistently reported.,"The evidence supports wearable devices with educational support for people with diabetes to enhance support beyond usual care, though specific long-term clinical endpoints are not consistently reported [28].",true,[28],"[""260C""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0121,section_0005,5. Long-term Health Outcomes,The evidence highlights wearable devices' effectiveness in remote patient monitoring for cardiovascular disease management.,"The evidence highlights wearable devices' effectiveness in remote patient monitoring, reducing hospital readmissions, and promoting proactive health management by empowering users to adopt and sustain healthier behaviors [12].",true,[12],"[""57S8""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0122,section_0005,5. Long-term Health Outcomes,The evidence highlights wearable devices' effectiveness in reducing hospital readmissions for cardiovascular disease management.,"The evidence highlights wearable devices' effectiveness in remote patient monitoring, reducing hospital readmissions, and promoting proactive health management by empowering users to adopt and sustain healthier behaviors [12].",true,[12],"[""57S8""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0123,section_0005,5. Long-term Health Outcomes,The evidence highlights wearable devices' effectiveness in promoting proactive health management by empowering users to adopt and sustain healthier behaviors in cardiovascular disease management.,"The evidence highlights wearable devices' effectiveness in remote patient monitoring, reducing hospital readmissions, and promoting proactive health management by empowering users to adopt and sustain healthier behaviors [12].",true,[12],"[""57S8""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0124,section_0005,5. Long-term Health Outcomes,Wearables have proven effective for monitoring hypertension.,"Wearables have proven effective for monitoring hypertension, detecting arrhythmias, and aiding cardiac rehabilitation [3].",true,[3],"[""2X30""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0125,section_0005,5. Long-term Health Outcomes,Wearables have proven effective for detecting arrhythmias.,"Wearables have proven effective for monitoring hypertension, detecting arrhythmias, and aiding cardiac rehabilitation [3].",true,[3],"[""2X30""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0126,section_0005,5. Long-term Health Outcomes,Wearables have proven effective for aiding cardiac rehabilitation.,"Wearables have proven effective for monitoring hypertension, detecting arrhythmias, and aiding cardiac rehabilitation [3].",true,[3],"[""2X30""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0127,section_0005,5. Long-term Health Outcomes,Wearable technologies enable early arrhythmia detection in cardiology.,Wearable technologies enable early arrhythmia detection in cardiology and open new paradigms for objective assessment [27].,true,[27],"[""GL68""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0128,section_0005,5. Long-term Health Outcomes,Wearable technologies open new paradigms for objective assessment in cardiology.,Wearable technologies enable early arrhythmia detection in cardiology and open new paradigms for objective assessment [27].,true,[27],"[""GL68""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0129,section_0005,5. Long-term Health Outcomes,Measurable improvements in cardiovascular outcomes have been observed with consistent benefits across high-income and low-and-middle-income countries.,"Measurable improvements in cardiovascular outcomes have been observed, with consistent benefits across high-income and low-and-middle-income countries [17].",true,[17],"[""LME7""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0130,section_0005,5. Long-term Health Outcomes,Specific long-term clinical endpoints for wearables in cardiovascular disease management are often not detailed in the available evidence.,"However, specific long-term clinical endpoints, disease control metrics such as blood pressure control, quality of life improvements, or mortality data are often not detailed in the available evidence [3], [12], [17].",true,"[3, 12, 17]","[""2X30"", ""57S8"", ""LME7""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0131,section_0005,5. Long-term Health Outcomes,Disease-control metrics such as blood-pressure control for wearables in cardiovascular disease management are often not detailed in the available evidence.,"However, specific long-term clinical endpoints, disease control metrics such as blood pressure control, quality of life improvements, or mortality data are often not detailed in the available evidence [3], [12], [17].",true,"[3, 12, 17]","[""2X30"", ""57S8"", ""LME7""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0132,section_0005,5. Long-term Health Outcomes,Quality-of-life improvements for wearables in cardiovascular disease management are often not detailed in the available evidence.,"However, specific long-term clinical endpoints, disease control metrics such as blood pressure control, quality of life improvements, or mortality data are often not detailed in the available evidence [3], [12], [17].",true,"[3, 12, 17]","[""2X30"", ""57S8"", ""LME7""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0133,section_0005,5. Long-term Health Outcomes,Mortality data for wearables in cardiovascular disease management are often not detailed in the available evidence.,"However, specific long-term clinical endpoints, disease control metrics such as blood pressure control, quality of life improvements, or mortality data are often not detailed in the available evidence [3], [12], [17].",true,"[3, 12, 17]","[""2X30"", ""57S8"", ""LME7""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0134,section_0005,5. Long-term Health Outcomes,Cardiac rehabilitation compliance remains suboptimal.,"Although cardiac rehabilitation compliance remains suboptimal, wearables may improve adherence and lead to sustained behavioral changes, with increasing engagement with self and wellbeing likely leading to better outcomes [13].",true,[13],"[""O3DC""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0135,section_0005,5. Long-term Health Outcomes,Wearables may improve adherence and lead to sustained behavioral changes in cardiac rehabilitation.,"Although cardiac rehabilitation compliance remains suboptimal, wearables may improve adherence and lead to sustained behavioral changes, with increasing engagement with self and wellbeing likely leading to better outcomes [13].",true,[13],"[""O3DC""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0136,section_0005,5. Long-term Health Outcomes,Mixed evidence exists on whether wearables significantly affect patient outcomes in cardiovascular care.,"However, mixed evidence exists on whether wearables significantly impact patient outcomes in cardiovascular care [13].",true,[13],"[""O3DC""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0137,section_0005,5. Long-term Health Outcomes,"For COPD, evidence supports wearable devices to enhance telehealth outcomes for disease management.","For respiratory disease management, evidence supports wearable devices for COPD to enhance telehealth outcomes for disease management [28].",true,[28],"[""260C""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0138,section_0005,5. Long-term Health Outcomes,"Wearables enhance asthma management and improve patient outcomes, though specific long-term clinical endpoints are not detailed.","Wearables enhance asthma management and improve patient outcomes, though specific long-term clinical endpoints are not detailed [3].",true,[3],"[""2X30""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0139,section_0005,5. Long-term Health Outcomes,"In neurological conditions, wearables improve patient outcomes in seizure detection and Parkinson's disease.","In neurological conditions, wearables improve patient outcomes in seizure detection and Parkinson's disease, advancing disease management capabilities [3].",true,[3],"[""2X30""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0140,section_0005,5. Long-term Health Outcomes,Wearables open new paradigms for objective assessment in neurology.,They also open new paradigms for objective assessment in neurology [27].,true,[27],"[""GL68""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0141,section_0005,5. Long-term Health Outcomes,"For oncology, wearables help in early complication detection.","For oncology, wearables help in early complication detection, and they improve postsurgical recovery [3].",true,[3],"[""2X30""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0142,section_0005,5. Long-term Health Outcomes,"For oncology, wearables improve postsurgical recovery.","For oncology, wearables help in early complication detection, and they improve postsurgical recovery [3].",true,[3],"[""2X30""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0143,section_0005,5. Long-term Health Outcomes,A study examined 150 patients with chronic illnesses over six months.,"One study examining 150 patients with chronic illnesses over six months found that wearable use led to better symptom management, more compliance with medications, and fewer hospital visits, with a 20% reduction in hospital admissions [14].",true,[14],"[""4XB1""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0144,section_0005,5. Long-term Health Outcomes,"In a study of 150 patients with chronic illnesses over six months, wearable use led to better symptom management.","One study examining 150 patients with chronic illnesses over six months found that wearable use led to better symptom management, more compliance with medications, and fewer hospital visits, with a 20% reduction in hospital admissions [14].",true,[14],"[""4XB1""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0145,section_0005,5. Long-term Health Outcomes,"In a study of 150 patients with chronic illnesses over six months, wearable use led to greater compliance with medications.","One study examining 150 patients with chronic illnesses over six months found that wearable use led to better symptom management, more compliance with medications, and fewer hospital visits, with a 20% reduction in hospital admissions [14].",true,[14],"[""4XB1""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0146,section_0005,5. Long-term Health Outcomes,"In a study of 150 patients with chronic illnesses over six months, wearable use led to fewer hospital visits and a 20% reduction in hospital admissions.","One study examining 150 patients with chronic illnesses over six months found that wearable use led to better symptom management, more compliance with medications, and fewer hospital visits, with a 20% reduction in hospital admissions [14].",true,[14],"[""4XB1""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0147,section_0005,5. Long-term Health Outcomes,The six-month study of 150 patients with chronic illnesses was relatively short and potentially did not capture how outcomes evolve over many years.,"However, the study duration was relatively short, potentially not capturing how outcomes evolve over many years [14].",true,[14],"[""4XB1""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0148,section_0005,5. Long-term Health Outcomes,AI-driven wearable sensors for predictive health monitoring revealed a 25% decrease in hospitalization incidences through early diagnosis of chronic diseases.,"AI-driven wearable sensors for predictive health monitoring revealed a 25% decrease in hospitalization incidences through early diagnosis of chronic diseases, alongside a 30% enhancement in adherence to treatment [29].",true,[29],"[""6KV1""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0149,section_0005,5. Long-term Health Outcomes,AI-driven wearable sensors for predictive health monitoring revealed a 30% enhancement in adherence to treatment.,"AI-driven wearable sensors for predictive health monitoring revealed a 25% decrease in hospitalization incidences through early diagnosis of chronic diseases, alongside a 30% enhancement in adherence to treatment [29].",true,[29],"[""6KV1""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0150,section_0005,5. Long-term Health Outcomes,"Wearables enable early detection of health abnormalities and empower healthcare providers to offer timely interventions, thereby reducing hospital readmissions.","Wearables enable early detection of health abnormalities and empower healthcare providers to offer timely interventions, thereby reducing hospital readmissions [30].",true,[30],"[""KJ9W""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0151,section_0005,5. Long-term Health Outcomes,The AI-based adherence monitoring system enabled proactive interventions that enhanced treatment outcomes and reduced hospitalizations and healthcare expenditures.,"The AI-based adherence monitoring system enabled proactive interventions that enhanced treatment outcomes, reducing hospitalizations and healthcare expenditures, though specific clinical endpoints, disease control metrics, quality of life improvements, or mortality data were not detailed [15].",true,[15],"[""B7LL""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0152,section_0005,5. Long-term Health Outcomes,"For the AI-based adherence monitoring system, specific clinical endpoints, disease-control metrics, quality-of-life improvements, and mortality data were not detailed.","The AI-based adherence monitoring system enabled proactive interventions that enhanced treatment outcomes, reducing hospitalizations and healthcare expenditures, though specific clinical endpoints, disease control metrics, quality of life improvements, or mortality data were not detailed [15].",true,[15],"[""B7LL""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0153,section_0005,5. Long-term Health Outcomes,"The report suggests that wearables may reduce acute-care utilization through earlier detection and intervention, although the evidence base remains limited.","These findings suggest that wearables may reduce acute care utilization through earlier detection and intervention, though the evidence base remains limited.",true,[],[]
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0154,section_0005,5. Long-term Health Outcomes,"Many studies do not report specific long-term clinical endpoints, disease-control metrics, quality-of-life improvements, hospitalizations, or mortality data.","Many studies do not report specific long-term clinical endpoints, disease control metrics, quality of life improvements, hospitalizations, or mortality data [1], [4], [5], [7], [9], [10], [11], [16], [18], [19], [21], [22], [25], [26], [27].",true,"[1, 4, 5, 7, 9, 10, 11, 16, 18, 19, 21, 22, 25, 26, 27]","[""2A88"", ""2ECN"", ""5AYE"", ""9KR4"", ""CZS7"", ""F55Q"", ""GL68"", ""I93F"", ""L9P1"", ""LG7B"", ""NKE2"", ""PP3K"", ""PS68"", ""RUO4"", ""WJ9R""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0155,section_0005,5. Long-term Health Outcomes,"Study durations are often not reported or are relatively short, limiting conclusions about sustained benefits.","Study durations are often not reported or are relatively short, limiting conclusions about sustained benefits [6], [14], [23], [24], [29].",true,"[6, 14, 23, 24, 29]","[""4XB1"", ""6KV1"", ""7YEG"", ""T9RA"", ""X7DC""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0156,section_0005,5. Long-term Health Outcomes,Existing study criteria and methodologies need significant improvement.,"Existing study criteria and methodologies need significant improvement, and quality of life indicators such as cost-effectiveness, mental, and social functioning are rarely reported in mobile health monitoring studies [20].",false,[20],"[""5EEC""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0157,section_0005,5. Long-term Health Outcomes,"Quality-of-life indicators such as cost-effectiveness, mental functioning, and social functioning are rarely reported in mobile health monitoring studies.","Existing study criteria and methodologies need significant improvement, and quality of life indicators such as cost-effectiveness, mental, and social functioning are rarely reported in mobile health monitoring studies [20].",true,[20],"[""5EEC""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0158,section_0005,5. Long-term Health Outcomes,A systematic review of wearable influence on healthcare outcomes found mixed results: 16 studies found a positive influence on studied outcomes and 15 demonstrated nil effect.,"A systematic review examining wearable influence on healthcare outcomes found mixed results, with 16 studies finding positive influence on studied outcomes and 15 demonstrating nil effect [33].",true,[33],"[""U0T0""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0159,section_0005,5. Long-term Health Outcomes,"A systematic review concluded that further research is required to generate a strong evidence base behind safe, effective implementation of wearables in chronic disease management.","The review concluded that further research is required to generate a strong evidence base behind safe, effective implementation of wearables in chronic disease management [33].",true,[33],"[""U0T0""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0160,section_0005,5. Long-term Health Outcomes,The need for long-term randomized controlled trials of at least 12 months has been identified as a priority before widespread implementation of wearables in healthcare systems.,The need for long-term randomized controlled trials (≥12 months) has been explicitly identified as a priority before widespread implementation in healthcare systems [24].,false,[24],"[""X7DC""]"
f857f01c-4b19-4065-a6f6-48275f39ef5a,claim_0161,section_0005,5. Long-term Health Outcomes,"Longitudinal research examining the long-term sustainability and impact of wearables remains limited, and it is uncertain whether short-term benefits are sustained over years.","Limitations in longitudinal research examining long-term sustainability and impact remain, with uncertainty about whether short-term benefits are sustained over years [23].",true,[23],"[""T9RA""]"
